2026-02-26 15:44:44,879 | INFO | uvicorn.error | Started server process [5502]
2026-02-26 16:32:25,240 | INFO | app | [f55e20de] OPTIONS /api/v1/tasks/65dd461c-6ea9-413f-9808-57656063ec2d -> 200 (0.95ms)
2026-02-26 16:32:25,240 | INFO | uvicorn.access | 127.0.0.1:62491 - "OPTIONS /api/v1/tasks/65dd461c-6ea9-413f-9808-57656063ec2d HTTP/1.1" 200
2026-02-26 16:32:25,328 | INFO | app | [0af0493c] DELETE /api/v1/tasks/65dd461c-6ea9-413f-9808-57656063ec2d -> 200 (86.29ms)
2026-02-26 16:32:25,328 | INFO | uvicorn.access | 127.0.0.1:62491 - "DELETE /api/v1/tasks/65dd461c-6ea9-413f-9808-57656063ec2d HTTP/1.1" 200
2026-02-26 16:32:25,364 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=0 total=0
2026-02-26 16:32:25,365 | INFO | app | [769758e9] GET /api/v1/tasks?page=1&page_size=10 -> 200 (17.78ms)
2026-02-26 16:32:25,365 | INFO | uvicorn.access | 127.0.0.1:62491 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 16:32:25,368 | INFO | app.execution | WS client disconnected for task 65dd461c-6ea9-413f-9808-57656063ec2d
2026-02-26 16:32:25,369 | INFO | uvicorn.error | connection closed
2026-02-26 16:32:25,954 | INFO | app | [6b417312] OPTIONS /api/v1/task-templates?page=1&page_size=100 -> 200 (0.37ms)
2026-02-26 16:32:25,954 | INFO | uvicorn.access | 127.0.0.1:62491 - "OPTIONS /api/v1/task-templates?page=1&page_size=100 HTTP/1.1" 200
2026-02-26 16:32:25,984 | INFO | app | [65f6f5ba] GET /api/v1/task-templates?page=1&page_size=100 -> 200 (27.48ms)
2026-02-26 16:32:25,984 | INFO | uvicorn.access | 127.0.0.1:62491 - "GET /api/v1/task-templates?page=1&page_size=100 HTTP/1.1" 200
2026-02-26 16:32:31,335 | INFO | app | [dc193c92] OPTIONS /api/v1/uploads/workflow -> 200 (0.63ms)
2026-02-26 16:32:31,335 | INFO | uvicorn.access | 127.0.0.1:62529 - "OPTIONS /api/v1/uploads/workflow HTTP/1.1" 200
2026-02-26 16:32:31,357 | INFO | app | [9af3eb35] POST /api/v1/uploads/workflow -> 200 (14.37ms)
2026-02-26 16:32:31,358 | INFO | uvicorn.access | 127.0.0.1:62529 - "POST /api/v1/uploads/workflow HTTP/1.1" 200
2026-02-26 16:32:36,489 | INFO | app | [bbb1787a] OPTIONS /api/v1/tasks -> 200 (1.00ms)
2026-02-26 16:32:36,490 | INFO | uvicorn.access | 127.0.0.1:62559 - "OPTIONS /api/v1/tasks HTTP/1.1" 200
2026-02-26 16:32:36,587 | INFO | app | [c19b1c99] POST /api/v1/tasks -> 200 (96.19ms)
2026-02-26 16:32:36,588 | INFO | uvicorn.access | 127.0.0.1:62559 - "POST /api/v1/tasks HTTP/1.1" 200
2026-02-26 16:32:36,613 | INFO | app | [ecc5f90a] OPTIONS /api/v1/tasks/ef89bdd6-e897-4d86-a310-e8a4f48c4f7d -> 200 (0.25ms)
2026-02-26 16:32:36,614 | INFO | uvicorn.access | 127.0.0.1:62559 - "OPTIONS /api/v1/tasks/ef89bdd6-e897-4d86-a310-e8a4f48c4f7d HTTP/1.1" 200
2026-02-26 16:32:36,627 | INFO | app | [a053dee1] GET /api/v1/tasks/ef89bdd6-e897-4d86-a310-e8a4f48c4f7d -> 200 (10.78ms)
2026-02-26 16:32:36,627 | INFO | uvicorn.access | 127.0.0.1:62559 - "GET /api/v1/tasks/ef89bdd6-e897-4d86-a310-e8a4f48c4f7d HTTP/1.1" 200
2026-02-26 16:32:41,601 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=1 total=1
2026-02-26 16:32:41,606 | INFO | app | [2b7e3aa6] GET /api/v1/tasks?page=1&page_size=10 -> 200 (14.90ms)
2026-02-26 16:32:41,606 | INFO | uvicorn.access | 127.0.0.1:62593 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 16:32:43,926 | INFO | uvicorn.error | ('127.0.0.1', 62617) - "WebSocket /api/v1/execution/ws/ef89bdd6-e897-4d86-a310-e8a4f48c4f7d" [accepted]
2026-02-26 16:32:43,927 | INFO | app.execution | WS client connected for task ef89bdd6-e897-4d86-a310-e8a4f48c4f7d (total: 1)
2026-02-26 16:32:43,927 | INFO | uvicorn.error | connection open
2026-02-26 16:32:43,929 | INFO | app | [8c585856] OPTIONS /api/v1/execution/task/ef89bdd6-e897-4d86-a310-e8a4f48c4f7d -> 200 (0.58ms)
2026-02-26 16:32:43,930 | INFO | uvicorn.access | 127.0.0.1:62593 - "OPTIONS /api/v1/execution/task/ef89bdd6-e897-4d86-a310-e8a4f48c4f7d HTTP/1.1" 200
2026-02-26 16:32:46,071 | INFO | httpx | HTTP Request: POST http://34.59.208.230:8190/api/prompt "HTTP/1.1 200 OK"
2026-02-26 16:32:46,081 | INFO | app.comfyui | Connecting to ComfyUI WS: ws://34.59.208.230:8190/ws?clientId=043ee4db04e24731bf86e643c9b38975
2026-02-26 16:32:46,083 | INFO | app | [dd4b778e] POST /api/v1/execution/task/ef89bdd6-e897-4d86-a310-e8a4f48c4f7d -> 200 (2151.80ms)
2026-02-26 16:32:46,083 | INFO | uvicorn.access | 127.0.0.1:62593 - "POST /api/v1/execution/task/ef89bdd6-e897-4d86-a310-e8a4f48c4f7d HTTP/1.1" 200
2026-02-26 16:32:46,105 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=1 total=1
2026-02-26 16:32:46,106 | INFO | app | [d3c75e93] GET /api/v1/tasks?page=1&page_size=10 -> 200 (14.96ms)
2026-02-26 16:32:46,106 | INFO | uvicorn.access | 127.0.0.1:62593 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 16:33:42,365 | INFO | app.execution | WS client disconnected for task ef89bdd6-e897-4d86-a310-e8a4f48c4f7d
2026-02-26 16:33:42,368 | INFO | uvicorn.error | connection closed
2026-02-26 16:33:43,149 | INFO | uvicorn.error | ('127.0.0.1', 62960) - "WebSocket /api/v1/execution/ws/ef89bdd6-e897-4d86-a310-e8a4f48c4f7d" [accepted]
2026-02-26 16:33:43,150 | INFO | app.execution | WS client connected for task ef89bdd6-e897-4d86-a310-e8a4f48c4f7d (total: 1)
2026-02-26 16:33:43,150 | INFO | uvicorn.error | connection open
2026-02-26 16:34:38,841 | INFO | app | [65414e1c] DELETE /api/v1/tasks/ef89bdd6-e897-4d86-a310-e8a4f48c4f7d -> 200 (41.05ms)
2026-02-26 16:34:38,842 | INFO | uvicorn.access | 127.0.0.1:63328 - "DELETE /api/v1/tasks/ef89bdd6-e897-4d86-a310-e8a4f48c4f7d HTTP/1.1" 200
2026-02-26 16:34:38,864 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=0 total=0
2026-02-26 16:34:38,867 | INFO | app | [20eb822c] GET /api/v1/tasks?page=1&page_size=10 -> 200 (14.27ms)
2026-02-26 16:34:38,867 | INFO | uvicorn.access | 127.0.0.1:63328 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 16:34:38,871 | INFO | app.execution | WS client disconnected for task ef89bdd6-e897-4d86-a310-e8a4f48c4f7d
2026-02-26 16:34:38,871 | INFO | uvicorn.error | connection closed
2026-02-26 16:34:39,851 | INFO | app | [40ffd229] GET /api/v1/task-templates?page=1&page_size=100 -> 200 (16.33ms)
2026-02-26 16:34:39,852 | INFO | uvicorn.access | 127.0.0.1:63328 - "GET /api/v1/task-templates?page=1&page_size=100 HTTP/1.1" 200
2026-02-26 16:36:19,839 | INFO | uvicorn.error | Shutting down
2026-02-26 16:36:19,943 | INFO | uvicorn.error | Waiting for application shutdown.
2026-02-26 16:36:19,947 | INFO | uvicorn.error | Application shutdown complete.
2026-02-26 16:36:19,947 | INFO | uvicorn.error | Finished server process [26835]
2026-02-26 16:36:20,817 | INFO | uvicorn.error | Started server process [31859]
2026-02-26 16:36:20,817 | INFO | uvicorn.error | Waiting for application startup.
2026-02-26 16:36:20,817 | INFO | app | Starting API with env=development db=postgresql+asyncpg://postgres:postgres@localhost:5432/task_manager
2026-02-26 16:36:20,899 | INFO | uvicorn.error | Application startup complete.
2026-02-26 16:36:29,478 | INFO | uvicorn.error | Shutting down
2026-02-26 16:36:29,581 | INFO | uvicorn.error | Waiting for application shutdown.
2026-02-26 16:36:29,582 | INFO | uvicorn.error | Application shutdown complete.
2026-02-26 16:36:29,582 | INFO | uvicorn.error | Finished server process [31859]
2026-02-26 16:36:30,421 | INFO | uvicorn.error | Started server process [31943]
2026-02-26 16:36:30,421 | INFO | uvicorn.error | Waiting for application startup.
2026-02-26 16:36:30,421 | INFO | app | Starting API with env=development db=postgresql+asyncpg://postgres:postgres@localhost:5432/task_manager
2026-02-26 16:36:30,513 | INFO | uvicorn.error | Application startup complete.
2026-02-26 16:36:57,721 | INFO | uvicorn.error | Shutting down
2026-02-26 16:36:57,823 | INFO | uvicorn.error | Waiting for application shutdown.
2026-02-26 16:36:57,830 | INFO | uvicorn.error | Application shutdown complete.
2026-02-26 16:36:57,830 | INFO | uvicorn.error | Finished server process [31943]
2026-02-26 16:37:00,731 | INFO | uvicorn.error | Started server process [32191]
2026-02-26 16:37:00,731 | INFO | uvicorn.error | Waiting for application startup.
2026-02-26 16:37:00,732 | INFO | app | Starting API with env=development db=postgresql+asyncpg://postgres:postgres@localhost:5432/task_manager
2026-02-26 16:37:00,804 | INFO | uvicorn.error | Application startup complete.
2026-02-26 16:37:26,336 | INFO | app | [3a3c974f] POST /api/v1/uploads/workflow -> 200 (5.31ms)
2026-02-26 16:37:26,336 | INFO | uvicorn.access | 127.0.0.1:64329 - "POST /api/v1/uploads/workflow HTTP/1.1" 200
2026-02-26 16:44:53,024 | INFO | app | [af27a3c5] OPTIONS /api/v1/tasks?page=1&page_size=10 -> 200 (7.09ms)
2026-02-26 16:44:53,026 | INFO | uvicorn.access | 127.0.0.1:50838 - "OPTIONS /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 16:44:53,203 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=0 total=0
2026-02-26 16:44:53,207 | INFO | app | [7cc1a5eb] GET /api/v1/tasks?page=1&page_size=10 -> 200 (178.09ms)
2026-02-26 16:44:53,207 | INFO | uvicorn.access | 127.0.0.1:50845 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 16:44:56,229 | INFO | app | [7fc7c8ca] OPTIONS /api/v1/task-templates?page=1&page_size=100 -> 200 (2.09ms)
2026-02-26 16:44:56,231 | INFO | uvicorn.access | 127.0.0.1:50877 - "OPTIONS /api/v1/task-templates?page=1&page_size=100 HTTP/1.1" 200
2026-02-26 16:44:56,263 | INFO | app | [6bc6f329] GET /api/v1/task-templates?page=1&page_size=100 -> 200 (26.59ms)
2026-02-26 16:44:56,263 | INFO | uvicorn.access | 127.0.0.1:50877 - "GET /api/v1/task-templates?page=1&page_size=100 HTTP/1.1" 200
2026-02-26 16:45:08,232 | INFO | app | [3be8b0a4] OPTIONS /api/v1/uploads/workflow -> 200 (0.83ms)
2026-02-26 16:45:08,233 | INFO | uvicorn.access | 127.0.0.1:50977 - "OPTIONS /api/v1/uploads/workflow HTTP/1.1" 200
2026-02-26 16:45:08,246 | INFO | app | [0d58fa4f] POST /api/v1/uploads/workflow -> 200 (10.11ms)
2026-02-26 16:45:08,247 | INFO | uvicorn.access | 127.0.0.1:50979 - "POST /api/v1/uploads/workflow HTTP/1.1" 200
2026-02-26 16:46:33,665 | INFO | app | [27ec92d8] OPTIONS /api/v1/tasks -> 200 (1.33ms)
2026-02-26 16:46:33,667 | INFO | uvicorn.access | 127.0.0.1:51451 - "OPTIONS /api/v1/tasks HTTP/1.1" 200
2026-02-26 16:46:33,794 | INFO | app | [337bc595] POST /api/v1/tasks -> 200 (122.64ms)
2026-02-26 16:46:33,794 | INFO | uvicorn.access | 127.0.0.1:51451 - "POST /api/v1/tasks HTTP/1.1" 200
2026-02-26 16:46:33,834 | INFO | app | [95128d8f] OPTIONS /api/v1/tasks/807a1328-402a-4569-8f37-ff2264669640 -> 200 (0.26ms)
2026-02-26 16:46:33,834 | INFO | uvicorn.access | 127.0.0.1:51451 - "OPTIONS /api/v1/tasks/807a1328-402a-4569-8f37-ff2264669640 HTTP/1.1" 200
2026-02-26 16:46:33,849 | INFO | app | [9e076220] GET /api/v1/tasks/807a1328-402a-4569-8f37-ff2264669640 -> 200 (11.65ms)
2026-02-26 16:46:33,849 | INFO | uvicorn.access | 127.0.0.1:51451 - "GET /api/v1/tasks/807a1328-402a-4569-8f37-ff2264669640 HTTP/1.1" 200
2026-02-26 16:46:36,170 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=1 total=1
2026-02-26 16:46:36,172 | INFO | app | [8bac5064] GET /api/v1/tasks?page=1&page_size=10 -> 200 (29.98ms)
2026-02-26 16:46:36,172 | INFO | uvicorn.access | 127.0.0.1:51451 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 16:49:03,453 | INFO | app | [08595954] GET /api/v1/tasks/807a1328-402a-4569-8f37-ff2264669640 -> 200 (37.65ms)
2026-02-26 16:49:03,454 | INFO | uvicorn.access | 127.0.0.1:52382 - "GET /api/v1/tasks/807a1328-402a-4569-8f37-ff2264669640 HTTP/1.1" 200
2026-02-26 16:49:07,664 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=1 total=1
2026-02-26 16:49:07,665 | INFO | app | [35657414] GET /api/v1/tasks?page=1&page_size=10 -> 200 (32.82ms)
2026-02-26 16:49:07,665 | INFO | uvicorn.access | 127.0.0.1:52416 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 16:49:11,176 | INFO | uvicorn.error | ('127.0.0.1', 52444) - "WebSocket /api/v1/execution/ws/807a1328-402a-4569-8f37-ff2264669640" [accepted]
2026-02-26 16:49:11,176 | INFO | app.execution | WS client connected for task 807a1328-402a-4569-8f37-ff2264669640 (total: 1)
2026-02-26 16:49:11,187 | INFO | uvicorn.error | connection open
2026-02-26 16:49:11,188 | INFO | app | [7af066f7] OPTIONS /api/v1/execution/task/807a1328-402a-4569-8f37-ff2264669640 -> 200 (11.69ms)
2026-02-26 16:49:11,188 | INFO | uvicorn.access | 127.0.0.1:52416 - "OPTIONS /api/v1/execution/task/807a1328-402a-4569-8f37-ff2264669640 HTTP/1.1" 200
2026-02-26 16:49:13,424 | INFO | httpx | HTTP Request: POST http://34.59.208.230:8188/api/prompt "HTTP/1.1 200 OK"
2026-02-26 16:49:13,447 | INFO | app.comfyui | Connecting to ComfyUI WS: ws://34.59.208.230:8188/ws?clientId=776dd11408f9456e8dfb397c4a69296d
2026-02-26 16:49:13,450 | INFO | app | [2f2a5422] POST /api/v1/execution/task/807a1328-402a-4569-8f37-ff2264669640 -> 200 (2259.58ms)
2026-02-26 16:49:13,450 | INFO | uvicorn.access | 127.0.0.1:52416 - "POST /api/v1/execution/task/807a1328-402a-4569-8f37-ff2264669640 HTTP/1.1" 200
2026-02-26 16:49:13,484 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=1 total=1
2026-02-26 16:49:13,489 | INFO | app | [62bec3a4] GET /api/v1/tasks?page=1&page_size=10 -> 200 (28.67ms)
2026-02-26 16:49:13,489 | INFO | uvicorn.access | 127.0.0.1:52416 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 16:49:54,425 | INFO | app | [5b4fc243] GET /api/v1/execution/task/807a1328-402a-4569-8f37-ff2264669640 -> 405 (1.62ms)
2026-02-26 16:49:54,426 | INFO | uvicorn.access | 127.0.0.1:52703 - "GET /api/v1/execution/task/807a1328-402a-4569-8f37-ff2264669640 HTTP/1.1" 405
2026-02-26 16:49:54,657 | INFO | app | [4882f5f7] GET /favicon.ico -> 404 (4.03ms)
2026-02-26 16:49:54,657 | INFO | uvicorn.access | 127.0.0.1:52703 - "GET /favicon.ico HTTP/1.1" 404
2026-02-26 16:52:47,474 | INFO | uvicorn.error | Shutting down
2026-02-26 16:52:47,481 | INFO | app.execution | WS client disconnected for task 807a1328-402a-4569-8f37-ff2264669640
2026-02-26 16:52:47,484 | INFO | uvicorn.error | connection closed
2026-02-26 16:52:47,577 | INFO | uvicorn.error | Waiting for application shutdown.
2026-02-26 16:52:47,579 | INFO | uvicorn.error | Application shutdown complete.
2026-02-26 16:52:47,580 | INFO | uvicorn.error | Finished server process [32191]
2026-02-26 16:52:48,255 | INFO | uvicorn.error | Started server process [39471]
2026-02-26 16:52:48,255 | INFO | uvicorn.error | Waiting for application startup.
2026-02-26 16:52:48,256 | INFO | app | Starting API with env=development db=postgresql+asyncpg://postgres:postgres@localhost:5432/task_manager
2026-02-26 16:52:48,351 | INFO | uvicorn.error | Application startup complete.
2026-02-26 16:53:03,758 | INFO | uvicorn.error | Shutting down
2026-02-26 16:53:03,861 | INFO | uvicorn.error | Waiting for application shutdown.
2026-02-26 16:53:03,862 | INFO | uvicorn.error | Application shutdown complete.
2026-02-26 16:53:03,863 | INFO | uvicorn.error | Finished server process [39471]
2026-02-26 16:53:05,244 | INFO | uvicorn.error | Started server process [39632]
2026-02-26 16:53:05,244 | INFO | uvicorn.error | Waiting for application startup.
2026-02-26 16:53:05,245 | INFO | app | Starting API with env=development db=postgresql+asyncpg://postgres:postgres@localhost:5432/task_manager
2026-02-26 16:53:05,368 | INFO | uvicorn.error | Application startup complete.
2026-02-26 16:55:41,452 | INFO | app | [4e85729a] GET /api/v1/tasks/807a1328-402a-4569-8f37-ff2264669640 -> 200 (69.06ms)
2026-02-26 16:55:41,453 | INFO | uvicorn.access | 127.0.0.1:55268 - "GET /api/v1/tasks/807a1328-402a-4569-8f37-ff2264669640 HTTP/1.1" 200
2026-02-26 17:00:41,420 | INFO | app | [e00d45a8] OPTIONS /api/v1/tasks?page=1&page_size=10 -> 200 (8.13ms)
2026-02-26 17:00:41,422 | INFO | uvicorn.access | 127.0.0.1:57172 - "OPTIONS /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 17:00:41,508 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=1 total=1
2026-02-26 17:00:41,515 | INFO | app | [2c16396a] GET /api/v1/tasks?page=1&page_size=10 -> 200 (86.49ms)
2026-02-26 17:00:41,515 | INFO | uvicorn.access | 127.0.0.1:57174 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 17:00:43,999 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=1 total=1
2026-02-26 17:00:44,002 | INFO | app | [3700bb7b] GET /api/v1/tasks?page=1&page_size=10 -> 200 (19.60ms)
2026-02-26 17:00:44,003 | INFO | uvicorn.access | 127.0.0.1:57186 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 17:00:45,571 | INFO | app | [8366d53c] OPTIONS /api/v1/tasks/807a1328-402a-4569-8f37-ff2264669640 -> 200 (0.32ms)
2026-02-26 17:00:45,572 | INFO | uvicorn.access | 127.0.0.1:57186 - "OPTIONS /api/v1/tasks/807a1328-402a-4569-8f37-ff2264669640 HTTP/1.1" 200
2026-02-26 17:00:45,601 | INFO | app | [fc3ece29] DELETE /api/v1/tasks/807a1328-402a-4569-8f37-ff2264669640 -> 200 (25.90ms)
2026-02-26 17:00:45,601 | INFO | uvicorn.access | 127.0.0.1:57196 - "DELETE /api/v1/tasks/807a1328-402a-4569-8f37-ff2264669640 HTTP/1.1" 200
2026-02-26 17:00:45,614 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=0 total=0
2026-02-26 17:00:45,615 | INFO | app | [c7773976] GET /api/v1/tasks?page=1&page_size=10 -> 200 (7.65ms)
2026-02-26 17:00:45,615 | INFO | uvicorn.access | 127.0.0.1:57196 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 17:00:46,126 | INFO | app | [06668342] OPTIONS /api/v1/task-templates?page=1&page_size=100 -> 200 (1.54ms)
2026-02-26 17:00:46,127 | INFO | uvicorn.access | 127.0.0.1:57196 - "OPTIONS /api/v1/task-templates?page=1&page_size=100 HTTP/1.1" 200
2026-02-26 17:00:46,146 | INFO | app | [669add4c] GET /api/v1/task-templates?page=1&page_size=100 -> 200 (16.65ms)
2026-02-26 17:00:46,146 | INFO | uvicorn.access | 127.0.0.1:57202 - "GET /api/v1/task-templates?page=1&page_size=100 HTTP/1.1" 200
2026-02-26 17:00:50,077 | INFO | app | [839c5660] OPTIONS /api/v1/uploads/workflow -> 200 (3.42ms)
2026-02-26 17:00:50,078 | INFO | uvicorn.access | 127.0.0.1:57224 - "OPTIONS /api/v1/uploads/workflow HTTP/1.1" 200
2026-02-26 17:00:50,095 | INFO | app | [4bdee53d] POST /api/v1/uploads/workflow -> 200 (9.61ms)
2026-02-26 17:00:50,095 | INFO | uvicorn.access | 127.0.0.1:57224 - "POST /api/v1/uploads/workflow HTTP/1.1" 200
2026-02-26 17:00:54,645 | INFO | app | [c4d157b5] OPTIONS /api/v1/tasks -> 200 (0.32ms)
2026-02-26 17:00:54,645 | INFO | uvicorn.access | 127.0.0.1:57246 - "OPTIONS /api/v1/tasks HTTP/1.1" 200
2026-02-26 17:00:54,710 | INFO | app | [9b9f52d0] POST /api/v1/tasks -> 200 (63.12ms)
2026-02-26 17:00:54,710 | INFO | uvicorn.access | 127.0.0.1:57248 - "POST /api/v1/tasks HTTP/1.1" 200
2026-02-26 17:00:54,734 | INFO | app | [7ca88cb7] OPTIONS /api/v1/tasks/551a332c-7f17-4a1f-8bfc-7d401dd335a3 -> 200 (0.25ms)
2026-02-26 17:00:54,734 | INFO | uvicorn.access | 127.0.0.1:57248 - "OPTIONS /api/v1/tasks/551a332c-7f17-4a1f-8bfc-7d401dd335a3 HTTP/1.1" 200
2026-02-26 17:00:54,753 | INFO | app | [904e6f1c] GET /api/v1/tasks/551a332c-7f17-4a1f-8bfc-7d401dd335a3 -> 200 (16.15ms)
2026-02-26 17:00:54,753 | INFO | uvicorn.access | 127.0.0.1:57248 - "GET /api/v1/tasks/551a332c-7f17-4a1f-8bfc-7d401dd335a3 HTTP/1.1" 200
2026-02-26 17:00:57,769 | INFO | uvicorn.error | ('127.0.0.1', 57286) - "WebSocket /api/v1/execution/ws/551a332c-7f17-4a1f-8bfc-7d401dd335a3" [accepted]
2026-02-26 17:00:57,770 | INFO | app.execution | WS client connected for task 551a332c-7f17-4a1f-8bfc-7d401dd335a3 (total: 1)
2026-02-26 17:00:57,774 | INFO | uvicorn.error | connection open
2026-02-26 17:00:57,775 | INFO | app | [fece7fa7] OPTIONS /api/v1/execution/task/551a332c-7f17-4a1f-8bfc-7d401dd335a3 -> 200 (0.21ms)
2026-02-26 17:00:57,775 | INFO | uvicorn.access | 127.0.0.1:57288 - "OPTIONS /api/v1/execution/task/551a332c-7f17-4a1f-8bfc-7d401dd335a3 HTTP/1.1" 200
2026-02-26 17:00:57,796 | INFO | app.execution | Execute task requested: task_id=551a332c-7f17-4a1f-8bfc-7d401dd335a3 status=pending has_workflow=True node_count=3
2026-02-26 17:00:57,796 | INFO | app.comfyui | Submitting prompt to ComfyUI: api_url=http://34.59.208.230:8188/api/prompt client_id=f495bdd834ec40dead0f826d10457b35 node_count=3
2026-02-26 17:00:59,723 | INFO | httpx | HTTP Request: POST http://34.59.208.230:8188/api/prompt "HTTP/1.1 200 OK"
2026-02-26 17:00:59,726 | INFO | app.comfyui | ComfyUI /api/prompt accepted: prompt_id=648c4208-1a42-4c96-a06d-968d6efdc296 has_node_errors=False response_keys=['node_errors', 'number', 'prompt_id']
2026-02-26 17:00:59,726 | INFO | app.execution | ComfyUI submit result: task_id=551a332c-7f17-4a1f-8bfc-7d401dd335a3 prompt_id=648c4208-1a42-4c96-a06d-968d6efdc296 error=
2026-02-26 17:00:59,741 | INFO | app.execution | Task marked running: task_id=551a332c-7f17-4a1f-8bfc-7d401dd335a3
2026-02-26 17:00:59,742 | INFO | app.execution | ComfyUI listener scheduled: task_id=551a332c-7f17-4a1f-8bfc-7d401dd335a3 client_id=f495bdd834ec40dead0f826d10457b35 prompt_ids=['648c4208-1a42-4c96-a06d-968d6efdc296']
2026-02-26 17:00:59,743 | INFO | app.comfyui | Connecting to ComfyUI WS: ws://34.59.208.230:8188/ws?clientId=f495bdd834ec40dead0f826d10457b35
2026-02-26 17:00:59,747 | INFO | app | [94e582da] POST /api/v1/execution/task/551a332c-7f17-4a1f-8bfc-7d401dd335a3 -> 200 (1971.25ms)
